grammar,L,k,scope,universe_size,num_learned_classes,num_gold_classes,ARI,NMI,pairwise_precision,pairwise_recall,merge_errors,split_errors,merge_errors_excl_obs_equiv,observationally_equivalent_gold_category_groups,refined_from_previous_k,partition_hash
simple_np_vp,6,2,full,19530,7,6,0.846008,0.852774,1.000000,0.999590,0,78060,0,0,1,7bfac1e99e559577
simple_np_vp,6,3,full,19530,7,6,0.846008,0.852774,1.000000,0.999590,0,78060,0,0,0,7bfac1e99e559577
simple_np_vp,6,4,full,19530,7,6,0.846008,0.852774,1.000000,0.999590,0,78060,0,0,0,7bfac1e99e559577
simple_np_vp,6,0,constituents,11,2,5,0.337349,0.603800,0.333333,1.000000,18,0,18,0,1,257fc83d32aaaf21
simple_np_vp,6,1,constituents,11,3,5,0.608541,0.812098,0.529412,1.000000,8,0,8,0,1,ab311274bab6ef50
simple_np_vp,6,2,constituents,11,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,ae01f9b6acf82066
simple_np_vp,6,3,constituents,11,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,ae01f9b6acf82066
simple_np_vp,6,4,constituents,11,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,ae01f9b6acf82066
transitive,2,0,full,42,1,6,0.000000,0.000000,0.655052,1.000000,297,0,297,0,0,e4d0d3cfa44391e2
transitive,2,1,full,42,3,6,0.221139,0.342472,0.709220,0.886525,205,64,205,0,1,6ff18d66e2cd12d0
transitive,2,2,full,42,6,6,0.671037,0.768991,0.886525,0.886525,64,64,64,0,1,e1edc4aaced43816
transitive,2,3,full,42,8,6,0.368914,0.601566,0.865979,0.595745,52,228,52,0,1,e160da88d18e72d8
transitive,2,4,full,42,9,6,0.504137,0.710231,1.000000,0.595745,0,228,0,0,1,a5d57ba55d2a5359
transitive,2,0,constituents,8,1,5,0.000000,0.000000,0.107143,1.000000,25,0,25,0,0,ade98a5e1b7b45a2
transitive,2,1,constituents,8,2,5,0.165138,0.530026,0.187500,1.000000,13,0,13,0,1,d7c9945f91337301
transitive,2,2,constituents,8,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,22e115e489833c65
transitive,2,3,constituents,8,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,22e115e489833c65
transitive,2,4,constituents,8,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,22e115e489833c65
transitive,3,0,full,258,2,7,0.235074,0.261793,0.908673,1.000000,2981,0,2981,0,1,2aa40882b2c80fd1
transitive,3,1,full,258,4,7,0.374556,0.416280,0.922445,0.983682,2453,484,2453,0,1,7a4612cc700edbe7
transitive,3,2,full,258,9,7,0.633678,0.674849,0.983139,0.920027,468,2372,468,0,1,b937a497c3dedbc9
transitive,3,3,full,258,11,7,0.524879,0.581277,0.982706,0.873635,456,3748,456,0,1,5fe3aeaa3ea88dcb
transitive,3,4,full,258,12,7,0.592970,0.649277,1.000000,0.873635,0,3748,0,0,1,2d85c722393d906c
transitive,3,0,constituents,14,2,6,0.122293,0.394667,0.208955,1.000000,53,0,53,0,1,71f10816d4984f61
transitive,3,1,constituents,14,3,6,0.290909,0.646229,0.297872,1.000000,33,0,33,0,1,dc7bbac332f13230
transitive,3,2,constituents,14,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,8dcbd0582198d046
transitive,3,3,constituents,14,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,8dcbd0582198d046
transitive,3,4,constituents,14,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,8dcbd0582198d046
transitive,4,0,full,1554,2,7,0.247534,0.258315,0.984602,1.000000,18533,0,18533,0,1,fe6b9fc4af75f0d1
transitive,4,1,full,1554,5,7,0.241639,0.276582,0.987028,0.981938,15293,21404,15293,0,1,4a807a4cb0e6a796
transitive,4,2,full,1554,10,7,0.491181,0.525390,0.997370,0.971677,3036,33564,3036,0,1,f9d1be1f4651995a
transitive,4,3,full,1554,12,7,0.434082,0.465620,0.997360,0.964015,3024,42644,3024,0,1,18edbd4791f251dc
transitive,4,4,full,1554,13,7,0.489982,0.525173,1.000000,0.964015,0,42644,0,0,1,7615d37bad5488dd
transitive,4,0,constituents,14,2,6,0.122293,0.394667,0.208955,1.000000,53,0,53,0,1,71f10816d4984f61
transitive,4,1,constituents,14,3,6,0.290909,0.646229,0.297872,1.000000,33,0,33,0,1,dc7bbac332f13230
transitive,4,2,constituents,14,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,8dcbd0582198d046
transitive,4,3,constituents,14,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,8dcbd0582198d046
transitive,4,4,constituents,14,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,8dcbd0582198d046
transitive,5,0,full,9330,2,7,0.624084,0.588821,0.997427,1.000000,111749,0,111749,0,1,e994a68969f0d491
transitive,5,1,full,9330,5,7,0.498362,0.488278,0.997852,0.996995,92973,130156,92973,0,1,b01a8199f51d0956
transitive,5,2,full,9330,10,7,0.623323,0.625579,0.999569,0.995280,18572,204460,18572,0,1,38d55d8f86d7ca9a
transitive,5,3,full,9330,12,7,0.569417,0.568837,0.999569,0.993994,18560,260148,18560,0,1,a49dee643711a49c
transitive,5,4,full,9330,13,7,0.609191,0.612933,1.000000,0.993994,0,260148,0,0,1,5a3f195daa86945d
transitive,5,0,constituents,22,2,6,0.532049,0.632525,0.522523,1.000000,53,0,53,0,1,2f86ef9e65d71da1
transitive,5,1,constituents,22,3,6,0.680551,0.771147,0.637363,1.000000,33,0,33,0,1,488c874e82248eb0
transitive,5,2,constituents,22,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,6480f20429710c86
transitive,5,3,constituents,22,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,6480f20429710c86
transitive,5,4,constituents,22,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,6480f20429710c86
transitive,6,0,full,55986,2,7,0.624848,0.595212,0.999571,1.000000,671621,0,671621,0,1,20569cfca1557891
transitive,6,1,full,55986,5,7,0.499727,0.490281,0.999643,0.999500,559533,783340,559533,0,1,22b4e7b2e52aa156
transitive,6,2,full,55986,10,7,0.624721,0.625424,0.999929,0.999214,111884,1230892,111884,0,1,601c51c987a46e9a
transitive,6,3,full,55986,12,7,0.571094,0.569226,0.999928,0.999000,111872,1566516,111872,0,1,06f76a6d929e189c
transitive,6,4,full,55986,13,7,0.610792,0.612564,1.000000,0.999000,0,1566516,0,0,1,d2e2cf4b60c7e05d
transitive,6,0,constituents,22,2,6,0.532049,0.632525,0.522523,1.000000,53,0,53,0,1,2f86ef9e65d71da1
transitive,6,1,constituents,22,3,6,0.680551,0.771147,0.637363,1.000000,33,0,33,0,1,488c874e82248eb0
transitive,6,2,constituents,22,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,6480f20429710c86
transitive,6,3,constituents,22,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,6480f20429710c86
transitive,6,4,constituents,22,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,6480f20429710c86
recursive_modifier,2,0,full,30,1,6,0.000000,0.000000,0.540230,1.000000,200,0,200,0,0,8696eda397e55862
recursive_modifier,2,1,full,30,3,6,0.095736,0.245043,0.566138,0.910638,164,21,164,0,1,ebccd0f884106ba3
recursive_modifier,2,2,full,30,6,6,0.545080,0.684750,0.814815,0.748936,40,59,40,0,1,8693336da53012b4
recursive_modifier,2,3,full,30,7,6,0.426315,0.643449,0.920635,0.493617,10,119,10,0,1,389ce0bf9f5310f2
recursive_modifier,2,4,full,30,7,6,0.426315,0.643449,0.920635,0.493617,10,119,10,0,0,389ce0bf9f5310f2
recursive_modifier,2,0,constituents,8,1,5,0.000000,0.000000,0.142857,1.000000,24,0,24,0,0,ade98a5e1b7b45a2
recursive_modifier,2,1,constituents,8,2,5,0.105263,0.402759,0.190476,1.000000,17,0,17,0,1,61862bbfeb1ec7e0
recursive_modifier,2,2,constituents,8,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,9014d6ccf5a0c5b3
recursive_modifier,2,3,constituents,8,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,9014d6ccf5a0c5b3
recursive_modifier,2,4,constituents,8,5,5,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,9014d6ccf5a0c5b3
recursive_modifier,3,0,full,155,2,7,0.110523,0.155600,0.828028,1.000000,2026,0,2026,0,1,f15454d7ebd244a0
recursive_modifier,3,1,full,155,4,7,0.314731,0.393005,0.858508,0.957868,1540,411,1540,0,1,af806140750bab47
recursive_modifier,3,2,full,155,7,7,0.647264,0.690185,0.969635,0.877294,268,1197,268,0,1,f273366ccc470113
recursive_modifier,3,3,full,155,8,7,0.490465,0.589109,0.995810,0.730907,30,2625,30,0,1,a9836ca20e5a12ea
recursive_modifier,3,4,full,155,8,7,0.490465,0.589109,0.995810,0.730907,30,2625,30,0,0,a9836ca20e5a12ea
recursive_modifier,3,0,constituents,15,2,6,0.091743,0.282707,0.274725,1.000000,66,0,66,0,1,ef59cdcd9135cbb0
recursive_modifier,3,1,constituents,15,3,6,0.404127,0.658227,0.431034,1.000000,33,0,33,0,1,f5c6cc88c0b9fd33
recursive_modifier,3,2,constituents,15,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,a2230ea11ed5ac15
recursive_modifier,3,3,constituents,15,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,a2230ea11ed5ac15
recursive_modifier,3,4,constituents,15,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,a2230ea11ed5ac15
recursive_modifier,4,0,full,780,2,7,0.179792,0.215837,0.934576,1.000000,19724,0,19724,0,1,1c57d545cd8300b0
recursive_modifier,4,1,full,780,4,7,0.415753,0.456160,0.951157,0.981516,14201,5208,14201,0,1,c86b5d1c2fe2cac7
recursive_modifier,4,2,full,780,7,7,0.680104,0.696261,0.994496,0.945243,1474,15428,1474,0,1,61fac3fc9ebc5f02
recursive_modifier,4,3,full,780,8,7,0.503742,0.559283,0.999716,0.875480,70,35084,70,0,1,0bfa8b61636469fe
recursive_modifier,4,4,full,780,8,7,0.503742,0.559283,0.999716,0.875480,70,35084,70,0,0,0bfa8b61636469fe
recursive_modifier,4,0,constituents,29,2,6,0.201454,0.398789,0.396341,1.000000,198,0,198,0,1,626ced11566d1960
recursive_modifier,4,1,constituents,29,3,6,0.675200,0.780575,0.666667,1.000000,65,0,65,0,1,7fc51ba6feb6a053
recursive_modifier,4,2,constituents,29,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,9059bd174f98d685
recursive_modifier,4,3,constituents,29,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,9059bd174f98d685
recursive_modifier,4,4,constituents,29,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,9059bd174f98d685
recursive_modifier,5,0,full,3905,2,7,0.215382,0.245773,0.974582,1.000000,193054,0,193054,0,1,06e2e27ecfbc3cd0
recursive_modifier,5,1,full,3905,4,7,0.460677,0.487982,0.982045,0.992233,134284,57495,134284,0,1,c6fb4063f80a8f97
recursive_modifier,5,2,full,3905,7,7,0.692278,0.700063,0.998945,0.976820,7636,171585,7636,0,1,bac5aa07e2e01513
recursive_modifier,5,3,full,3905,8,7,0.505263,0.542281,0.999979,0.946480,150,396165,150,0,1,2f6c6f58d05642fa
recursive_modifier,5,4,full,3905,8,7,0.505263,0.542281,0.999979,0.946480,150,396165,150,0,0,2f6c6f58d05642fa
recursive_modifier,5,0,constituents,57,2,6,0.284189,0.473898,0.475120,1.000000,654,0,654,0,1,55348e815e6fdac0
recursive_modifier,5,1,constituents,57,3,6,0.834216,0.861858,0.821082,1.000000,129,0,129,0,1,8b4d426784909a93
recursive_modifier,5,2,constituents,57,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,9f488d5f15548965
recursive_modifier,5,3,constituents,57,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,9f488d5f15548965
recursive_modifier,5,4,constituents,57,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,9f488d5f15548965
recursive_modifier,6,0,full,19530,2,7,0.232981,0.260185,0.989994,1.000000,1905200,0,1905200,0,1,3057197b9feade10
recursive_modifier,6,1,full,19530,4,7,0.481294,0.503605,0.993134,0.996812,1299119,600966,1299119,0,1,a9022b1b5819d247
recursive_modifier,6,2,full,19530,7,7,0.696986,0.702001,0.999793,0.990456,38710,1799054,38710,0,1,824e592a01754af2
recursive_modifier,6,3,full,19530,8,7,0.504037,0.532198,0.999998,0.977826,310,4179854,310,0,1,5a12c69782d2689e
recursive_modifier,6,4,full,19530,8,7,0.504037,0.532198,0.999998,0.977826,310,4179854,310,0,0,5a12c69782d2689e
recursive_modifier,6,0,constituents,113,2,6,0.334408,0.523748,0.519555,1.000000,2334,0,2334,0,1,b7fa72386d02f580
recursive_modifier,6,1,constituents,113,3,6,0.916735,0.916086,0.907587,1.000000,257,0,257,0,1,7cfc9c9ffe155f13
recursive_modifier,6,2,constituents,113,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,1,9cac985094d26725
recursive_modifier,6,3,constituents,113,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,9cac985094d26725
recursive_modifier,6,4,constituents,113,6,6,1.000000,1.000000,1.000000,1.000000,0,0,0,0,0,9cac985094d26725
observationally_equivalent_categories,2,0,full,20,1,6,0.000000,0.000000,0.484211,1.000000,98,0,97,1,0,55bacd8b44416f22
observationally_equivalent_categories,2,1,full,20,3,6,0.186251,0.409695,0.557377,0.739130,54,24,53,1,1,34afb98059524e90
observationally_equivalent_categories,2,2,full,20,6,6,0.734548,0.849997,0.985507,0.739130,1,24,0,1,1,8506205fb8578cb7
observationally_equivalent_categories,2,3,full,20,6,6,0.734548,0.849997,0.985507,0.739130,1,24,0,1,0,8506205fb8578cb7
observationally_equivalent_categories,2,4,full,20,6,6,0.734548,0.849997,0.985507,0.739130,1,24,0,1,0,8506205fb8578cb7
observationally_equivalent_categories,2,0,constituents,6,1,5,0.000000,0.000000,0.066667,1.000000,14,0,13,1,0,a21a71daec264562
observationally_equivalent_categories,2,1,constituents,6,2,5,0.150943,0.579380,0.142857,1.000000,6,0,5,1,1,cc5952380a3abae1
observationally_equivalent_categories,2,2,constituents,6,4,5,0.634146,0.920063,0.500000,1.000000,1,0,0,1,1,5529f6abb81af1b5
observationally_equivalent_categories,2,3,constituents,6,4,5,0.634146,0.920063,0.500000,1.000000,1,0,0,1,0,5529f6abb81af1b5
observationally_equivalent_categories,2,4,constituents,6,4,5,0.634146,0.920063,0.500000,1.000000,1,0,0,1,0,5529f6abb81af1b5
observationally_equivalent_categories,3,0,full,84,2,7,0.363443,0.380094,0.858519,1.000000,470,0,469,1,1,e5c710237d1b1d11
observationally_equivalent_categories,3,1,full,84,4,7,0.520973,0.553620,0.899534,0.948107,302,148,301,1,1,a5c21b813f9ca467
observationally_equivalent_categories,3,2,full,84,7,7,0.868249,0.879727,0.999630,0.948107,1,148,0,1,1,a243402654523526
observationally_equivalent_categories,3,3,full,84,7,7,0.868249,0.879727,0.999630,0.948107,1,148,0,1,0,a243402654523526
observationally_equivalent_categories,3,4,full,84,7,7,0.868249,0.879727,0.999630,0.948107,1,148,0,1,0,a243402654523526
observationally_equivalent_categories,3,0,constituents,8,2,6,0.109091,0.490009,0.125000,1.000000,14,0,13,1,1,d7c9945f91337301
observationally_equivalent_categories,3,1,constituents,8,3,6,0.322581,0.750000,0.250000,1.000000,6,0,5,1,1,57649c8b9218b630
observationally_equivalent_categories,3,2,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,1,8758246be6fbe344
observationally_equivalent_categories,3,3,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,0,8758246be6fbe344
observationally_equivalent_categories,3,4,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,0,8758246be6fbe344
observationally_equivalent_categories,4,0,full,340,2,7,0.391214,0.383125,0.964779,1.000000,2006,0,2005,1,1,09d79e76be702d11
observationally_equivalent_categories,4,1,full,340,4,7,0.559680,0.554497,0.976157,0.987989,1326,660,1325,1,1,28446bc0263f1467
observationally_equivalent_categories,4,2,full,340,7,7,0.884279,0.881040,0.999982,0.987989,1,660,0,1,1,dfd1732ed2aa4d26
observationally_equivalent_categories,4,3,full,340,7,7,0.884279,0.881040,0.999982,0.987989,1,660,0,1,0,dfd1732ed2aa4d26
observationally_equivalent_categories,4,4,full,340,7,7,0.884279,0.881040,0.999982,0.987989,1,660,0,1,0,dfd1732ed2aa4d26
observationally_equivalent_categories,4,0,constituents,8,2,6,0.109091,0.490009,0.125000,1.000000,14,0,13,1,1,d7c9945f91337301
observationally_equivalent_categories,4,1,constituents,8,3,6,0.322581,0.750000,0.250000,1.000000,6,0,5,1,1,57649c8b9218b630
observationally_equivalent_categories,4,2,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,1,8758246be6fbe344
observationally_equivalent_categories,4,3,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,0,8758246be6fbe344
observationally_equivalent_categories,4,4,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,0,8758246be6fbe344
observationally_equivalent_categories,5,0,full,1364,2,7,0.397825,0.385872,0.991207,1.000000,8150,0,8149,1,1,0667cb8b6dc46d11
observationally_equivalent_categories,5,1,full,1364,4,7,0.568542,0.556965,0.994116,0.997052,5422,2708,5421,1,1,6d7c335ac6c8d467
observationally_equivalent_categories,5,2,full,1364,7,7,0.887767,0.882313,0.999999,0.997052,1,2708,0,1,1,183bc1c79b0aad26
observationally_equivalent_categories,5,3,full,1364,7,7,0.887767,0.882313,0.999999,0.997052,1,2708,0,1,0,183bc1c79b0aad26
observationally_equivalent_categories,5,4,full,1364,7,7,0.887767,0.882313,0.999999,0.997052,1,2708,0,1,0,183bc1c79b0aad26
observationally_equivalent_categories,5,0,constituents,8,2,6,0.109091,0.490009,0.125000,1.000000,14,0,13,1,1,d7c9945f91337301
observationally_equivalent_categories,5,1,constituents,8,3,6,0.322581,0.750000,0.250000,1.000000,6,0,5,1,1,57649c8b9218b630
observationally_equivalent_categories,5,2,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,1,8758246be6fbe344
observationally_equivalent_categories,5,3,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,0,8758246be6fbe344
observationally_equivalent_categories,5,4,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,0,8758246be6fbe344
observationally_equivalent_categories,6,0,full,5460,2,7,0.399458,0.387950,0.997802,1.000000,32726,0,32725,1,1,44b6e258cb156d11
observationally_equivalent_categories,6,1,full,5460,4,7,0.570710,0.559047,0.998534,0.999266,21806,10900,21805,1,1,601765b5a8efd467
observationally_equivalent_categories,6,2,full,5460,7,7,0.888610,0.883283,1.000000,0.999266,1,10900,0,1,1,c79f0c97ac8c2d26
observationally_equivalent_categories,6,3,full,5460,7,7,0.888610,0.883283,1.000000,0.999266,1,10900,0,1,0,c79f0c97ac8c2d26
observationally_equivalent_categories,6,4,full,5460,7,7,0.888610,0.883283,1.000000,0.999266,1,10900,0,1,0,c79f0c97ac8c2d26
observationally_equivalent_categories,6,0,constituents,8,2,6,0.109091,0.490009,0.125000,1.000000,14,0,13,1,1,d7c9945f91337301
observationally_equivalent_categories,6,1,constituents,8,3,6,0.322581,0.750000,0.250000,1.000000,6,0,5,1,1,57649c8b9218b630
observationally_equivalent_categories,6,2,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,1,8758246be6fbe344
observationally_equivalent_categories,6,3,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,0,8758246be6fbe344
observationally_equivalent_categories,6,4,constituents,8,5,6,0.781250,0.947368,0.666667,1.000000,1,0,0,1,0,8758246be6fbe344
